duration,date,subject.code,exclude,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
1153,3/11/22 15:56,R_3EyBeHIjbH0BjKU,0,,,,,,,,,3,60000,35000,"In the case of the payment given to Carol, the painting of her house was due to an accidental communication and they are likely to be more neighborly and understanding despite the inconvenience. Consequently, giving Carol $35000 would more than cover the cost of repainting should she desire to do so after her house was painted blue and the excess funds would go towards paying for any inconvenience she may endure. In the case of Steve, the painting of his house would also be done without his consent and due to the complete lack of any prior relationship would necessitate a higher compensation for the inconvenience and trespassing that would occur. The outcome in the case of any interactions with Steve including the size of his house are the unknown variables, so a higher reserved amount for compensating him makes sense. In both scenarios though, both people are guaranteed to receive a high quality house painting which will likely be welcome.",Hank has no direct relationship or interaction with Carol.,Hank is faced with the choice of whether to paint Steve's house without his permission in order to fulfill the condition of a proposed arrangement where he stands to receive a sum of $1 million.,"According to the story, the mysterious stranger has no involvement in Carol's house being painted blue."
294,3/11/22 15:57,R_2D5CPFB2ftRZs5h,0,,,,,,,,,5,,,"Even though it's a lot of money, the right thing would be not to involve an innocent stranger from this behavior.",Carol is mentioned in a newspaper article that Hank reads.,Hank has an opportunity to get $1 million if he paints Steve's house pink.,The stranger was not involved at all in Carol's house being painted blue.
222,3/11/22 15:58,R_2fJSJ4e8SE8ZK5V,0,1,500000,,I feel like he wouldn't have this opportunity if it wasn't for Steve.,,Hank reads a story involving Carol.,Hank has a chance to get $1 million in cash if he decides to have Steve's house painted blue at random.,"The stranger was involved with Hank, who read a story regarding Carol's house.",,,,,,,
143,3/11/22 16:01,R_27alyYUgrUpwNtt,0,1,50000,,I felt Steve deserves some of the money for having his house painted blue.,,Carol accidentally had her house painted pink.,Hank may or may not paint Steve's house blue.,The stranger was not infolved in Carol's house being painted pink.,,,,,,,
788,3/11/22 16:01,R_1hRLM9gzOa6yRtj,0,5,,,"There was no option guven to contact Steve prior to accepting the offer and painting his house.  Thus, painting Steve's house would be done without Steve's approval.  Alternatively, the offer could be accepted with the contingiency that approval be negotiated with Steve prior to painting..  ",,Hank reads about Carol.,Hank randomly selects Steve's house a a target for painting.,Anne accidently directed painting of Carol's house.  The stranger had no demonstrated interaction with Carol or Anne.,,,,,,,
300,3/11/22 16:04,R_puwFG2AQ6JFfkpr,0,,,,,,,,,1,100000,,"Steve can always repaint his house a different color and $100,000 is more than enough to cover that. ",Hank discovers that Carol's house was accidentally painted blue by reading a story in a newspaper.,Hank finds the address of Steve at random in a phonebook for the purpose of painting his house pink to get 1 million dollars from the stranger.,"The story doesn't specify whether the stranger is involved with Carol's house being painted blue, but it could be inferred that the stranger might have something to do with it."
333,3/11/22 16:07,R_1JOCsuWQmorM8gA,0,,,,,,,,,3,200000,200000,Everybody wins in this scenario. I wouldn't cost either of the grieved parties $200k to repaint their house. I think that is more than enough money to take care of the mistake Hank made.,Carol will end up with a blue house she hadn't asked for.,Hank has to decide whether to allow the stranger to paint Steve's house pink and take a million bucks,"He wasn't involved, unless you look at it passively that she might or might not benefit from the million dollars if Hank decides to reimburse her plus more for his mistake."
1780,3/11/22 16:08,R_1M5NPJZVGwBxqkX,0,3,300000,300000,He should split the money its the right thing to do.,,Hank read a story about Carol having her house painted by mistake,"Hank was offered a million dollars to paint a house blue, he picked steve",He wasnt involved,,,,,,,
1552,3/11/22 16:10,R_3s1AI2JuQvv8mS3,0,,,,,,,,,1,5000,,The amount would be enough to repaint the house with enough to spare for the inconvenience. Win - win.,Hank reads about Carol.,Hank selects Steve's address randomly from the phone book.,"From the story, there was no specific involvement in Carol's house being painted blue."
207,3/11/22 16:14,R_2PnxJZHWyGVTaLW,1,3,100000,100000,This would give them each enough money to repaint their houses and have some left over for the trouble. ,,Hank accidentally painted Carol's house pink,Steve's house is chosen at random to be painted blue if Hank accepts the offer. ,He is not,,,,,,,
633,3/11/22 16:20,R_22X4jAviBsmibYc,0,1,50000,,"I think $50,000 is a adequate amount to convince someone to paint their house blue, I would accept the offer.",,Hank and Carol both experienced something strange happen to them.,Hank is proposed with the opportunity to earn $1 million if he paints Steve's house blue.,I do not believe that the stranger was involved in Carol's house being painted.,,,,,,,
412,3/11/22 16:24,R_2WZItOerg6RG3wT,0,,,,,,,,,1,250000,,"Steve can earn a good amount of money and just have the house repainted back to its original color. He will also be $250,000 richer minus the negligible costs to get the house repainted..",Hank reads a story in the newspaper about Carol getting her house repainted.,"Hank randomly picks an address of a house to repaint, which happens to be Steve's address, in exchange for $1 million in cash.",The stranger was not involved in Carol's house being repainted. The stranger only interacted with Hank.
248,3/11/22 16:24,R_d723svAmIRzHtrX,0,5,,,You shouldn't paint someone's house without their consent.,,Nothing,Steve's house is picked out of a phonebook for Hank to paint.,The stranger wasn't involved.,,,,,,,
109,3/11/22 16:25,R_20TXgSkiz59rOwO,1,,,,,,,,,3,25000,25000,that's enough to repaint with extra,her house is painted instead of his,he paints his house pink to get a million,he wasn't
1811,3/11/22 16:27,R_3gUBqfbcmYez9fR,0,,,,,,,,,1,500000,,"I am not sure how much it would cost to restore the house as Steve wants, so 50% seems reasonable.",Hank read a story about Carol's house being painted blue in the newspaper.,Hank has a choice to accept $1M to have Steve's house painted pink.,He may or may not have been involved.
365,3/11/22 16:34,R_bClII9y6YOc263L,0,3,50000,50000,It would cover the cost of the house to paint over for both and leave a nice chunk for savings,,hank reads her house is painted pink by mistake,"Hank has the chance to win a million by suggesting a persons house be painted blue, steve is the stranger picked ",Steve probably had the house painted pink as a prank too for Carol,,,,,,,
504,3/11/22 16:38,R_1OB5PjpFGxhnEkb,0,,,,,,,,,5,,,It would be a shock for Steve to return home and find it pink. It would be an unwelcome surprise and it is morally wrong to do so.,Carol is the name of the woman in the story that Hank reads in the newspaper. He finds her situation funny when her house mistakenly gets painted blue without her knowledge.,"When Hank takes out the phone book and picks an address at random, it happens to belong to Steve. Hank does not know Steve. Hank's choice was to paint Steve's house pink or lose the chance at $1 million.","There is a strange coincidence between what happens to Carol and what may have happened to Steve based on the stranger's interference. Carol's house was painted by mistake. Similarly, Hank was offered money to pick a person at random by this stranger and paint their house pink without their knowledge."
234,3/11/22 17:29,R_3IQzvvAIFNTs6xu,1,,,,,,,,,6,,,Hank does not know the man and steve will never know about the deal between hank and the stranger plus hank would get a million dollars which would be awesome,hank acidentally puts the wrong address for the painting company and they painted carols house blue,hank has a decison to make and if he chooses so he will get a million dollars for painting steves house pink,he was not involved
405,3/11/22 17:37,R_1rc7jZ0Y2FH8rSN,0,5,,,Because Steve would not like to have his house painted blue especially if the reason is because of a stranger.,,Nothing happens between Hank and Carol.,Hank picks Steve's address out of the phone book.,The stranger was not involved in Carol's house being painted pink.,,,,,,,
1105,3/11/22 17:52,R_29moS06tOOmnFqO,0,4,,,"The net good done is much higher than the net bad. I'm assuming that we're donating to a charity that is both good faith and for a worthwhile cause. Let's use ASPCA as an example. The price of the paint needed to paint the house back to its original color is miniscule compared to the amount of animals that will be helped with the $1 million donated to ASPCA. In a more abstract sense, Steve's pain will be negligible. He will be a bit annoyed, but ultimately, the amount of harm done unto him is negligible in comparison to the suffering of abused and homeless animals. Therefore, anonymously annoying Steve is worth it when you're going to be ending the pain of who-knows-how-many animals.",,Hank and Carol do not interact. Hank simply reads an article about Carol.,Hank will or will not have Steve's entire house painted blue in exchange for $1 million.,"The stranger wasn't involved. Carol's case was an accident, as far as we know.",,,,,,,
288,3/11/22 19:21,R_3e4UzNkfBRsViDH,1,,,,,,,,,3,100000,100000,"I think this is more than enough money for just having them inconvenienced by a painted house, and more than enough for them to repaint it. It's being a little over generous really, but the nice thing to do, and Hank would still have 800,000.",Hank accidentally put Carol's house down and her house was painted blue.,Hank chose Steve's address at random and can either paint his house pink for a million dollars or do nothing.,The stranger was not involved in Carol's house being painted blue.
385,3/11/22 21:28,R_Wca6Fq7vWVosNxL,0,5,,,"I feel that while the money is enticing, and a lot of good things can be accomplished by using the money for charity, it is wrong to paint a strangers house because it would cause them hardship. I think if someone else has to be hurt in order for a person to gain then that opportunity is morally wrong.",,Hank read a story about Carol in the newspaper.,Hank was offered $1 million dollars to paint Steve's house without Steve's knowledge.,The stranger had no involvement in Carol's house being painted.,,,,,,,
269,3/11/22 21:43,R_25TM47ESFGSVK08,0,,,,,,,,,1,100000,,Accept the offer as all he have to do is paint the house pink and can even offer some of the money to the stranger to pay the house.,Similar stories but Carol didn't receive any money.,The difference is that Hanks is offered money on his story.,Unrelated.
421,3/11/22 21:44,R_5hy7MxGy48Ce2qJ,0,5,,,It's the most morally acceptable thing for Hank to do because he doesn't have Steve's permission to paint his/her house blue.  ,,Hank reads a story about a woman named Anne who wanted her house painted pink but her neighbor Carol's address was given instead.  Carol's house was painted pink instead of Anne's because she made a mistake and wrote the wrong address.,Hank was given the option by a very wealthy stranger to gain a sum of 1 million dollars if he chooses to paint Steve's house blue.  ,The stranger was not involved in Carol's hose being painted pink.,,,,,,,
262,3/11/22 21:45,R_21vxnRbY3wd5SgM,0,5,,,Because it is not right to vandalize someone elses property,,nothing,steve offers hank money to paint a house blue,not sure,,,,,,,
364,3/11/22 21:52,R_6FikADAes5Ul9S1,0,,,,,,,,,3,10000,10000,It would cost much less to repaint and they probably wouldn't mind the colour too much as it wouldn't really effect them.,Nothing happens between them,Hank has steve's house painted pink.,They were not involved
371,3/12/22 2:38,R_1FrL3w3keLgISVM,0,5,,,"It is morally reprehensible for Hank to force an unwilling stranger to have their house painted without both their consent and their knowledge. Steve would be helpless and at Hank's mercy totally, unable to make a decision for himself.",,Hank read a story in the newspaper about Carol accidentally having her house painted pink while she was on vacation.,"Hank was approached by a stranger to choose to paint a stranger's house blue at random, and Steve was the one who was picked.","The stranger was no involved in Carol's house being painted pink. Her house was painted on accident because of Anne's mistake, which a painting company acted upon.",,,,,,,
287,3/12/22 5:00,R_1plitHpC8Jt3Xgx,1,,,,,,,,,1,12,, logical or sensible thinking.,Carol is married to Ezekiel and raising Henry with him.,"he shoots him in the head, killing him instantly", He used to live there when he was eleven years old
